image,image_path,xmin,ymin,xmax,ymax,label,confidence,x_size,y_size
20210819SA.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210819SA.jpg,1191,79,2288,1703,0,0.92502147,3840,2160
20200226TWC.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200226TWC.bmp,679,445,998,748,0,0.94004333,1280,1024
20190509CY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190509CY.bmp,689,418,980,928,0,0.85804474,1280,1024
20190606 CKY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190606 CKY.bmp,893,175,1280,782,0,0.98925894,1280,1024
20190501LXY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190501LXY.bmp,452,313,826,746,0,0.94250643,1280,1024
20220404SIBP.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20220404SIBP.jpg,1079,555,2297,1940,0,0.99815387,3840,2160
20220627YTY.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20220627YTY.jpg,1575,450,2480,2047,0,0.96670777,3840,2160
20211015CNM.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211015CNM.jpg,986,316,2755,1992,0,0.99980974,3840,2160
20200907CSF.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200907CSF.bmp,575,166,877,446,0,0.9327497,1280,1024
20200429CYS.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200429CYS.bmp,702,518,1005,832,0,0.9097276,1280,1024
20211203CML.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211203CML.jpg,1595,342,2492,2160,0,0.9398443,3840,2160
20200430YS.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200430YS.bmp,413,594,745,937,0,0.8318465,1280,1024
20211108HCL.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211108HCL.jpg,907,423,2407,1998,0,0.99937063,3840,2160
20181004NXT.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20181004NXT.bmp,376,379,723,669,0,0.9420172,1280,1024
20201224HKY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20201224HKY.bmp,609,341,916,637,0,0.92238665,1280,1024
20210612BKYO.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210612BKYO.jpg,916,201,2405,1593,0,0.9993026,3840,2160
20220505 HLC.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20220505 HLC.jpg,947,686,2565,1989,0,0.9984784,3840,2160
20211106CT.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211106CT.jpg,1482,308,2495,1628,0,0.9954657,3840,2160
20181121 YMQ.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20181121 YMQ.bmp,482,254,849,523,0,0.9302016,1280,1024
20211112LCC.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211112LCC.jpg,1062,450,2588,1945,0,0.99598813,3840,2160
20200703 CKY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200703 CKY.bmp,256,330,600,837,0,0.9483704,1280,1024
20220527LWM.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20220527LWM.jpg,1376,317,2388,1623,0,0.99348694,3840,2160
20191030LBY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20191030LBY.bmp,209,204,603,773,0,0.9981384,1280,1024
20210727CKC.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210727CKC.jpg,1212,279,2205,1646,0,0.9919182,3840,2160
20201215SSW.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20201215SSW.bmp,513,127,882,423,0,0.6299328,1280,1024
20210108WKY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20210108WKY.bmp,623,315,902,834,0,0.92277056,1280,1024
20200420CYS.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200420CYS.bmp,541,135,885,433,0,0.810191,1280,1024
20200524SKZK.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200524SKZK.bmp,352,334,703,624,0,0.9181582,1280,1024
20181105LLJ.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20181105LLJ.bmp,342,362,685,677,0,0.8213279,1280,1024
20211017YH.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211017YH.jpg,1402,502,2985,2083,0,0.9998313,3840,2160
20210728NHL.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210728NHL.jpg,1044,486,2315,1846,0,0.9977743,3840,2160
20200328CMH.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200328CMH.bmp,518,194,848,557,0,0.8882059,1280,1024
20190225AK.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190225AK.bmp,350,384,773,709,0,0.44596776,1280,1024
20210613WCY.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210613WCY.jpg,1437,336,2581,1772,0,0.99650294,3840,2160
20220730ACT.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20220730ACT.jpg,1226,309,2748,1708,0,0.99967283,3840,2160
20211206KMF.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211206KMF.jpg,1391,306,2366,1594,0,0.9735705,3840,2160
20190924YHK.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190924YHK.bmp,465,147,807,457,0,0.9525901,1280,1024
20200307LSO.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200307LSO.bmp,625,486,978,784,0,0.83257234,1280,1024
20210321KKN.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20210321KKN.bmp,400,229,944,796,0,0.9995898,1280,1024
20191230LPC.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20191230LPC.bmp,458,274,906,610,0,0.86216354,1280,1024
20211120CSY.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211120CSY.jpg,1065,166,2617,1594,0,0.99926835,3840,2160
20210327TKS.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20210327TKS.bmp,478,207,984,741,0,0.9987033,1280,1024
20220601CKY.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20220601CKY.jpg,1194,412,2546,1823,0,0.99730897,3840,2160
20190825HLY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190825HLY.bmp,308,326,644,637,0,0.95701015,1280,1024
20201206NSSY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20201206NSSY.bmp,527,82,818,662,0,0.8272215,1280,1024
20200606XCY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200606XCY.bmp,544,334,886,611,0,0.8324525,1280,1024
20190515LPW.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190515LPW.bmp,635,350,1005,926,0,0.99677587,1280,1024
20200204SR.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200204SR.bmp,396,202,726,668,0,0.9364384,1280,1024
20201029WBYL.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20201029WBYL.bmp,677,462,998,774,0,0.9268144,1280,1024
20190822YSM.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190822YSM.bmp,585,161,878,478,0,0.9136833,1280,1024
20210308MKY.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210308MKY.jpg,1470,927,2027,1706,0,0.74010205,3840,2160
20180831CLK.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20180831CLK.bmp,220,201,649,502,0,0.646135,1280,1024
20190411CK.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190411CK.bmp,403,132,732,680,0,0.9563773,1280,1024
20180429HCC.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20180429HCC.bmp,512,530,793,810,0,0.88066727,1280,1024
20200115CHY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200115CHY.bmp,396,433,711,704,0,0.84610826,1280,1024
20210707WYK.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210707WYK.jpg,1866,135,3131,1591,0,0.98609716,3840,2160
20190626CWC.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190626CWC.bmp,406,299,825,610,0,0.57470423,1280,1024
20190527OKY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190527OKY.bmp,693,596,1101,887,0,0.6857536,1280,1024
20201227CLYL.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20201227CLYL.bmp,341,359,725,681,0,0.9367888,1280,1024
20191015NYS.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20191015NYS.bmp,606,330,919,621,0,0.9306701,1280,1024
20190305TSF.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190305TSF.bmp,592,292,956,802,0,0.94819033,1280,1024
20210703TCK.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210703TCK.jpg,1197,140,2730,1643,0,0.999731,3840,2160
20190812ITC.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190812ITC.bmp,503,364,893,624,0,0.90894127,1280,1024
20180103CPY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20180103CPY.bmp,701,183,1055,701,0,0.7256969,1280,1024
20200302WB.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200302WB.bmp,202,495,644,786,0,0.81196266,1280,1024
20220108AKL.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20220108AKL.jpg,1751,282,2850,1824,0,0.9988881,3840,2160
20210630LKL.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210630LKL.jpg,597,249,2704,1332,0,0.9905861,3840,2160
20201206LY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20201206LY.bmp,486,463,868,760,0,0.9299035,1280,1024
20200421LYW.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200421LYW.bmp,113,209,442,542,0,0.8244813,1280,1024
20181104WYF.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20181104WYF.bmp,273,449,649,781,0,0.9340663,1280,1024
20190228LWY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190228LWY.bmp,378,337,688,605,0,0.760875,1280,1024
20200305SKW.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200305SKW.bmp,548,269,853,569,0,0.6153117,1280,1024
20200914MCYC.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200914MCYC.bmp,476,365,814,663,0,0.9502291,1280,1024
20180318YMS.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20180318YMS.bmp,573,337,939,670,0,0.9690518,1280,1024
20180628 ZLJ.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20180628 ZLJ.bmp,374,380,685,697,0,0.22053258,1280,1024
20211124YKC.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211124YKC.jpg,781,261,2355,1786,0,0.99976385,3840,2160
20190330CKL.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190330CKL.bmp,432,291,912,609,0,0.73290014,1280,1024
20191105LNY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20191105LNY.bmp,464,455,930,757,0,0.93112236,1280,1024
20190626OKY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190626OKY.bmp,345,206,709,656,0,0.94544876,1280,1024
20190403LOM.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190403LOM.bmp,205,236,606,518,0,0.82904637,1280,1024
20220628KSP.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20220628KSP.jpg,1503,304,2547,1757,0,0.9955444,3840,2160
20210726YYM.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210726YYM.jpg,1432,357,2909,1722,0,0.9995118,3840,2160
20211209HKW.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211209HKW.jpg,810,491,2054,2014,0,0.9982006,3840,2160
20190302LSF.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190302LSF.bmp,681,218,986,741,0,0.94910204,1280,1024
20210906CHYA.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210906CHYA.jpg,1272,656,3327,1999,0,0.99581647,3840,2160
20211007HH.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211007HH.jpg,1170,569,2257,1482,0,0.97098047,3840,2160
20210424CYL.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20210424CYL.bmp,415,227,899,858,0,0.9997931,1280,1024
20210419EMA.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20210419EMA.bmp,330,90,873,660,0,0.9953084,1280,1024
20190331CMS.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190331CMS.bmp,515,247,878,763,0,0.93539697,1280,1024
20211207WS.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211207WS.jpg,1504,234,2566,1829,0,0.98899657,3840,2160
20210723LSF.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210723LSF.jpg,1055,203,2438,1515,0,0.9978116,3840,2160
20210124LYK.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20210124LYK.bmp,483,657,797,945,0,0.9493029,1280,1024
20211115LCYC.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211115LCYC.jpg,1290,366,2741,1844,0,0.9996365,3840,2160
20210313LNL.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210313LNL.jpg,1873,908,2496,1918,0,0.5764727,3840,2160
20190226VC.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190226VC.bmp,404,349,701,608,0,0.9307427,1280,1024
20181106WC.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20181106WC.bmp,517,202,808,779,0,0.9548128,1280,1024
20190504CMF.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190504CMF.bmp,459,279,891,611,0,0.790941,1280,1024
20200530WPY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200530WPY.bmp,312,419,604,915,0,0.8964015,1280,1024
20211202LMY.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211202LMY.jpg,1566,488,2990,1925,0,0.9992522,3840,2160
20200813CY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200813CY.bmp,521,285,915,581,0,0.9298065,1280,1024
20211218WHL.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211218WHL.jpg,1507,0,2419,1513,0,0.965732,3840,2160
20210307RR.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210307RR.jpg,2232,1066,3035,1890,0,0.6070518,3840,2160
20190918LSW.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190918LSW.bmp,608,385,957,757,0,0.72055304,1280,1024
